OrderLineID,TransactionID,ProductID,Quantity,UnitPrice,Discount,LineTotal
"OL-10717","TRN-13284","P101","3","85","0","255"
"OL-10718","TRN-13285","P103","1","95","0.05","90.25"
"OL-10719","TRN-13285","P103","2","95","0.05","180.5"
"OL-10720","TRN-13285","P101","3","85","0.05","242.25"
"OL-10721","TRN-13285","C302","3","50","0.05","142.5"
"OL-10722","TRN-13286","C302","2","50","0.05","95"
"OL-10723","TRN-13286","P102","1","80","0.05","76"
"OL-10724","TRN-13287","P203","3","68","0","204"
"OL-10725","TRN-13287","P103","2","95","0","190"
"OL-10726","TRN-13287","C304","1","58","0","58"
"OL-10727","TRN-13287","P202","2","65","0","130"
"OL-10728","TRN-13288","P103","2","95","0","190"
"OL-10729","TRN-13288","P102","2","80","0","160"
"OL-10730","TRN-13288","C302","1","50","0","50"
"OL-10731","TRN-13289","C304","1","58","0","58"
"OL-10732","TRN-13290","P202","3","65","0","195"
"OL-10733","TRN-13291","P201","3","70","0.15","178.5"
"OL-10734","TRN-13292","C304","1","58","0","58"
"OL-10735","TRN-13292","C304","1","58","0","58"
"OL-10736","TRN-13292","P101","2","85","0","170"
"OL-10737","TRN-13292","P103","3","95","0","285"
"OL-10738","TRN-13293","P101","3","85","0","255"
"OL-10739","TRN-13293","C302","3","50","0","150"
"OL-10740","TRN-13293","P101","3","85","0","255"
"OL-10741","TRN-13293","P202","3","65","0","195"
"OL-10742","TRN-13294","P102","2","80","0","160"
"OL-10743","TRN-13295","C301","3","55","0.05","156.75"
"OL-10744","TRN-13295","C301","1","55","0.05","52.25"
"OL-10745","TRN-13295","P202","1","65","0.05","61.75"
"OL-10746","TRN-13295","P201","1","70","0.05","66.5"
"OL-10747","TRN-13296","P202","3","65","0","195"
"OL-10748","TRN-13296","P103","1","95","0","95"
"OL-10749","TRN-13296","P102","2","80","0","160"
"OL-10750","TRN-13297","C301","2","55","0.15","93.5"
"OL-10751","TRN-13297","C304","2","58","0.15","98.6"
"OL-10752","TRN-13298","P101","1","85","0","85"
"OL-10753","TRN-13299","P202","2","65","0.15","110.5"
"OL-10754","TRN-13300","C304","3","58","0","174"
"OL-10755","TRN-13300","P201","2","70","0","140"
"OL-10756","TRN-13300","C301","2","55","0","110"
"OL-10757","TRN-13300","P103","1","95","0","95"
"OL-10758","TRN-13301","P201","2","70","0","140"
"OL-10759","TRN-13301","C304","1","58","0","58"
"OL-10760","TRN-13301","P103","3","95","0","285"
"OL-10761","TRN-13302","P101","2","85","0","170"
"OL-10762","TRN-13302","P103","1","95","0","95"
"OL-10763","TRN-13302","P201","2","70","0","140"
"OL-10764","TRN-13302","P201","1","70","0","70"
"OL-10765","TRN-13303","C302","1","50","0","50"
"OL-10766","TRN-13303","P103","1","95","0","95"
"OL-10767","TRN-13303","P201","2","70","0","140"
"OL-10768","TRN-13303","P101","2","85","0","170"
"OL-10769","TRN-13304","C304","3","58","0.15","147.9"
"OL-10770","TRN-13304","P103","3","95","0.15","242.25"
"OL-10771","TRN-13304","C303","2","60","0.15","102"
"OL-10772","TRN-13305","C301","2","55","0","110"
"OL-10773","TRN-13306","P202","1","65","0","65"
"OL-10774","TRN-13306","P103","2","95","0","190"
"OL-10775","TRN-13306","P202","2","65","0","130"
"OL-10776","TRN-13307","P103","3","95","0.15","242.25"
"OL-10777","TRN-13307","P203","1","68","0.15","57.8"
"OL-10778","TRN-13308","P201","2","70","0","140"
"OL-10779","TRN-13308","C302","1","50","0","50"
"OL-10780","TRN-13308","P101","3","85","0","255"
"OL-10781","TRN-13308","P202","1","65","0","65"
"OL-10782","TRN-13309","P102","2","80","0","160"
"OL-10783","TRN-13310","P101","3","85","0.1","229.5"
"OL-10784","TRN-13311","C302","2","50","0.1","90"
"OL-10785","TRN-13311","C301","3","55","0.1","148.5"
"OL-10786","TRN-13311","C301","3","55","0.1","148.5"
"OL-10787","TRN-13311","P103","2","95","0.1","171"
"OL-10788","TRN-13312","P102","1","80","0","80"
"OL-10789","TRN-13312","C303","1","60","0","60"
"OL-10790","TRN-13312","P103","1","95","0","95"
"OL-10791","TRN-13312","P101","3","85","0","255"
"OL-10792","TRN-13313","C302","2","50","0.05","95"
"OL-10793","TRN-13313","P101","3","85","0.05","242.25"
"OL-10794","TRN-13314","P103","3","95","0.05","270.75"
"OL-10795","TRN-13314","C304","2","58","0.05","110.2"
"OL-10796","TRN-13315","C303","2","60","0.05","114"
"OL-10797","TRN-13315","C302","1","50","0.05","47.5"
"OL-10798","TRN-13315","P203","3","68","0.05","193.8"
"OL-10799","TRN-13315","C302","3","50","0.05","142.5"
"OL-10800","TRN-13316","P203","3","68","0.1","183.6"
"OL-10801","TRN-13316","C301","3","55","0.1","148.5"
"OL-10802","TRN-13316","P202","1","65","0.1","58.5"
"OL-10803","TRN-13316","C301","2","55","0.1","99"
"OL-10804","TRN-13317","C302","3","50","0.15","127.5"
"OL-10805","TRN-13317","P201","2","70","0.15","119"
"OL-10806","TRN-13317","C302","3","50","0.15","127.5"
"OL-10807","TRN-13317","P102","1","80","0.15","68"
"OL-10808","TRN-13318","P202","1","65","0.15","55.25"
"OL-10809","TRN-13318","C302","2","50","0.15","85"
"OL-10810","TRN-13318","C302","2","50","0.15","85"
"OL-10811","TRN-13318","C301","2","55","0.15","93.5"
"OL-10812","TRN-13319","P203","2","68","0","136"
"OL-10813","TRN-13320","P101","2","85","0.05","161.5"
"OL-10814","TRN-13320","C302","3","50","0.05","142.5"
"OL-10815","TRN-13321","C302","2","50","0","100"
"OL-10816","TRN-13321","C303","1","60","0","60"
"OL-10817","TRN-13321","P101","3","85","0","255"
"OL-10818","TRN-13322","C304","2","58","0","116"
"OL-10819","TRN-13323","P102","1","80","0","80"
"OL-10820","TRN-13324","P201","3","70","0.15","178.5"
"OL-10821","TRN-13324","C301","2","55","0.15","93.5"
"OL-10822","TRN-13325","P101","1","85","0.15","72.25"
"OL-10823","TRN-13325","P103","3","95","0.15","242.25"
"OL-10824","TRN-13325","C302","1","50","0.15","42.5"
"OL-10825","TRN-13325","C302","2","50","0.15","85"
"OL-10826","TRN-13326","C304","2","58","0","116"
"OL-10827","TRN-13326","C301","1","55","0","55"
"OL-10828","TRN-13326","C302","1","50","0","50"
"OL-10829","TRN-13327","C302","1","50","0","50"
"OL-10830","TRN-13328","C302","2","50","0.05","95"
"OL-10831","TRN-13328","C302","1","50","0.05","47.5"
"OL-10832","TRN-13329","C303","1","60","0.15","51"
"OL-10833","TRN-13330","C302","2","50","0","100"
"OL-10834","TRN-13330","C304","1","58","0","58"
"OL-10835","TRN-13331","P201","3","70","0.05","199.5"
"OL-10836","TRN-13331","P203","3","68","0.05","193.8"
"OL-10837","TRN-13331","C301","2","55","0.05","104.5"
"OL-10838","TRN-13332","P103","1","95","0","95"
"OL-10839","TRN-13333","P103","3","95","0.1","256.5"
"OL-10840","TRN-13333","P102","1","80","0.1","72"
"OL-10841","TRN-13333","C301","1","55","0.1","49.5"
"OL-10842","TRN-13334","P101","1","85","0.05","80.75"
"OL-10843","TRN-13334","C301","3","55","0.05","156.75"
"OL-10844","TRN-13335","C301","3","55","0","165"
"OL-10845","TRN-13336","C304","3","58","0","174"
"OL-10846","TRN-13336","P101","1","85","0","85"
"OL-10847","TRN-13336","P201","3","70","0","210"
"OL-10848","TRN-13337","P201","1","70","0","70"
"OL-10849","TRN-13338","P203","1","68","0","68"
"OL-10850","TRN-13338","C303","1","60","0","60"
"OL-10851","TRN-13339","P101","2","85","0","170"
"OL-10852","TRN-13340","P202","1","65","0","65"
"OL-10853","TRN-13341","P201","3","70","0.15","178.5"
"OL-10854","TRN-13341","P202","1","65","0.15","55.25"
"OL-10855","TRN-13341","P103","3","95","0.15","242.25"
"OL-10856","TRN-13341","P202","2","65","0.15","110.5"
"OL-10857","TRN-13342","P103","3","95","0.1","256.5"
"OL-10858","TRN-13342","P203","3","68","0.1","183.6"
"OL-10859","TRN-13342","C301","3","55","0.1","148.5"
"OL-10860","TRN-13343","C303","3","60","0","180"
"OL-10861","TRN-13343","C301","1","55","0","55"
"OL-10862","TRN-13344","C302","2","50","0","100"
"OL-10863","TRN-13344","P102","3","80","0","240"
"OL-10864","TRN-13345","P203","3","68","0","204"
"OL-10865","TRN-13346","P203","3","68","0","204"
"OL-10866","TRN-13347","P101","2","85","0","170"
"OL-10867","TRN-13347","C302","1","50","0","50"
"OL-10868","TRN-13347","P201","3","70","0","210"
"OL-10869","TRN-13348","P203","2","68","0.05","129.2"
"OL-10870","TRN-13349","C302","3","50","0","150"
"OL-10871","TRN-13350","P102","2","80","0","160"
"OL-10872","TRN-13351","P203","3","68","0","204"
"OL-10873","TRN-13351","P103","3","95","0","285"
"OL-10874","TRN-13351","P203","2","68","0","136"
"OL-10875","TRN-13352","P103","1","95","0","95"
"OL-10876","TRN-13353","C303","2","60","0.1","108"
"OL-10877","TRN-13353","P203","2","68","0.1","122.4"
"OL-10878","TRN-13354","P202","1","65","0","65"
"OL-10879","TRN-13354","P101","1","85","0","85"
"OL-10880","TRN-13355","P103","2","95","0","190"
"OL-10881","TRN-13355","P101","2","85","0","170"
"OL-10882","TRN-13355","P202","3","65","0","195"
"OL-10883","TRN-13356","C301","2","55","0","110"
"OL-10884","TRN-13356","P202","2","65","0","130"
"OL-10885","TRN-13356","C302","3","50","0","150"
"OL-10886","TRN-13357","C302","3","50","0","150"
"OL-10887","TRN-13357","C302","1","50","0","50"
"OL-10888","TRN-13357","C304","1","58","0","58"
"OL-10889","TRN-13358","P103","1","95","0","95"
"OL-10890","TRN-13358","P201","3","70","0","210"
"OL-10891","TRN-13359","P101","1","85","0.1","76.5"
"OL-10892","TRN-13359","P101","3","85","0.1","229.5"
"OL-10893","TRN-13360","P103","1","95","0","95"
"OL-10894","TRN-13360","C301","2","55","0","110"
"OL-10895","TRN-13361","P103","1","95","0.1","85.5"
"OL-10896","TRN-13362","P102","3","80","0.1","216"
"OL-10897","TRN-13362","C303","2","60","0.1","108"
"OL-10898","TRN-13363","P102","1","80","0.15","68"
"OL-10899","TRN-13363","P101","3","85","0.15","216.75"
"OL-10900","TRN-13363","C303","3","60","0.15","153"
"OL-10901","TRN-13364","P103","1","95","0","95"
"OL-10902","TRN-13364","P103","1","95","0","95"
"OL-10903","TRN-13365","C302","2","50","0","100"
"OL-10904","TRN-13365","P201","2","70","0","140"
"OL-10905","TRN-13365","C303","1","60","0","60"
"OL-10906","TRN-13366","P102","3","80","0.1","216"
"OL-10907","TRN-13366","P202","3","65","0.1","175.5"
"OL-10908","TRN-13366","P202","3","65","0.1","175.5"
"OL-10909","TRN-13366","C304","2","58","0.1","104.4"
"OL-10910","TRN-13367","P102","3","80","0.1","216"
"OL-10911","TRN-13367","C301","1","55","0.1","49.5"
"OL-10912","TRN-13367","P102","1","80","0.1","72"
"OL-10913","TRN-13368","C304","2","58","0","116"
"OL-10914","TRN-13368","P201","3","70","0","210"
"OL-10915","TRN-13369","P101","3","85","0","255"
"OL-10916","TRN-13369","C302","1","50","0","50"
"OL-10917","TRN-13369","C303","2","60","0","120"
"OL-10918","TRN-13369","C303","3","60","0","180"
"OL-10919","TRN-13370","C304","3","58","0.15","147.9"
"OL-10920","TRN-13370","P102","2","80","0.15","136"
"OL-10921","TRN-13370","P202","3","65","0.15","165.75"
"OL-10922","TRN-13370","P101","1","85","0.15","72.25"
"OL-10923","TRN-13371","C301","2","55","0","110"
"OL-10924","TRN-13371","P201","2","70","0","140"
"OL-10925","TRN-13372","P203","2","68","0","136"
"OL-10926","TRN-13372","P202","1","65","0","65"
"OL-10927","TRN-13372","P103","1","95","0","95"
"OL-10928","TRN-13373","C302","3","50","0","150"
"OL-10929","TRN-13374","C302","1","50","0","50"
"OL-10930","TRN-13374","P202","3","65","0","195"
"OL-10931","TRN-13374","P101","3","85","0","255"
"OL-10932","TRN-13374","P202","3","65","0","195"
"OL-10933","TRN-13375","C303","3","60","0","180"
"OL-10934","TRN-13376","P203","3","68","0","204"
"OL-10935","TRN-13376","P101","2","85","0","170"
"OL-10936","TRN-13377","P201","2","70","0.05","133"
"OL-10937","TRN-13377","C303","2","60","0.05","114"
"OL-10938","TRN-13377","C304","1","58","0.05","55.1"
"OL-10939","TRN-13377","P102","1","80","0.05","76"
"OL-10940","TRN-13378","P103","3","95","0","285"
"OL-10941","TRN-13379","P201","1","70","0","70"
"OL-10942","TRN-13379","P102","2","80","0","160"
"OL-10943","TRN-13379","C303","3","60","0","180"
"OL-10944","TRN-13380","P103","1","95","0","95"
"OL-10945","TRN-13380","C301","3","55","0","165"
"OL-10946","TRN-13380","C304","3","58","0","174"
"OL-10947","TRN-13381","C303","2","60","0","120"
"OL-10948","TRN-13381","C303","2","60","0","120"
"OL-10949","TRN-13381","C303","1","60","0","60"
"OL-10950","TRN-13381","C304","3","58","0","174"
"OL-10951","TRN-13382","P101","2","85","0","170"
"OL-10952","TRN-13383","P201","2","70","0","140"
"OL-10953","TRN-13383","C303","3","60","0","180"
"OL-10954","TRN-13383","P201","1","70","0","70"
"OL-10955","TRN-13383","C304","1","58","0","58"
"OL-10956","TRN-13384","P103","2","95","0","190"
"OL-10957","TRN-13384","P203","1","68","0","68"
"OL-10958","TRN-13384","P201","1","70","0","70"
"OL-10959","TRN-13384","C302","1","50","0","50"
"OL-10960","TRN-13385","C301","2","55","0","110"
"OL-10961","TRN-13385","P103","3","95","0","285"
"OL-10962","TRN-13385","C304","3","58","0","174"
"OL-10963","TRN-13385","C304","2","58","0","116"
"OL-10964","TRN-13386","P101","3","85","0","255"
"OL-10965","TRN-13387","P103","3","95","0","285"
"OL-10966","TRN-13387","C302","3","50","0","150"
"OL-10967","TRN-13388","P102","2","80","0","160"
"OL-10968","TRN-13388","P101","1","85","0","85"
"OL-10969","TRN-13388","P202","1","65","0","65"
"OL-10970","TRN-13389","C301","3","55","0","165"
"OL-10971","TRN-13389","C304","3","58","0","174"
"OL-10972","TRN-13389","P202","2","65","0","130"
"OL-10973","TRN-13389","P201","3","70","0","210"
"OL-10974","TRN-13390","P101","2","85","0","170"
"OL-10975","TRN-13390","P203","2","68","0","136"
"OL-10976","TRN-13391","P101","3","85","0","255"
"OL-10977","TRN-13391","P101","3","85","0","255"
"OL-10978","TRN-13391","P102","1","80","0","80"
"OL-10979","TRN-13392","P202","2","65","0","130"
"OL-10980","TRN-13393","P102","2","80","0","160"
"OL-10981","TRN-13393","P103","2","95","0","190"
"OL-10982","TRN-13393","P103","3","95","0","285"
"OL-10983","TRN-13394","P203","3","68","0","204"
"OL-10984","TRN-13394","C303","2","60","0","120"
"OL-10985","TRN-13395","C303","3","60","0","180"
"OL-10986","TRN-13395","P101","3","85","0","255"
"OL-10987","TRN-13396","C302","1","50","0","50"
"OL-10988","TRN-13396","C304","3","58","0","174"
"OL-10989","TRN-13396","C304","1","58","0","58"
"OL-10990","TRN-13397","C301","3","55","0.15","140.25"
"OL-10991","TRN-13397","P201","1","70","0.15","59.5"
"OL-10992","TRN-13398","P101","1","85","0","85"
"OL-10993","TRN-13398","C301","3","55","0","165"
"OL-10994","TRN-13399","C301","2","55","0.15","93.5"
"OL-10995","TRN-13399","C304","1","58","0.15","49.3"
"OL-10996","TRN-13399","P203","2","68","0.15","115.6"
"OL-10997","TRN-13400","P101","2","85","0","170"
"OL-10998","TRN-13400","C302","2","50","0","100"
"OL-10999","TRN-13400","C304","1","58","0","58"
"OL-11000","TRN-13401","P203","3","68","0","204"
"OL-11001","TRN-13401","P202","2","65","0","130"
"OL-11002","TRN-13402","P102","2","80","0","160"
"OL-11003","TRN-13402","P102","2","80","0","160"
"OL-11004","TRN-13402","P202","3","65","0","195"
"OL-11005","TRN-13403","C303","2","60","0","120"
"OL-11006","TRN-13403","C302","2","50","0","100"
"OL-11007","TRN-13404","C302","3","50","0.1","135"
"OL-11008","TRN-13404","C301","3","55","0.1","148.5"
"OL-11009","TRN-13405","P103","1","95","0","95"
"OL-11010","TRN-13405","C303","2","60","0","120"
"OL-11011","TRN-13405","P201","2","70","0","140"
"OL-11012","TRN-13405","P201","3","70","0","210"
"OL-11013","TRN-13406","C302","3","50","0","150"
"OL-11014","TRN-13406","C302","3","50","0","150"
"OL-11015","TRN-13406","P202","2","65","0","130"
"OL-11016","TRN-13406","P203","1","68","0","68"
"OL-11017","TRN-13407","C303","2","60","0","120"
"OL-11018","TRN-13407","P203","2","68","0","136"
"OL-11019","TRN-13407","P202","2","65","0","130"
"OL-11020","TRN-13408","P103","2","95","0","190"
"OL-11021","TRN-13408","C304","1","58","0","58"
"OL-11022","TRN-13408","P101","3","85","0","255"
"OL-11023","TRN-13408","P103","1","95","0","95"
"OL-11024","TRN-13409","P201","2","70","0","140"
"OL-11025","TRN-13410","P203","1","68","0","68"
"OL-11026","TRN-13410","P101","1","85","0","85"
"OL-11027","TRN-13410","P202","1","65","0","65"
"OL-11028","TRN-13410","P203","2","68","0","136"
"OL-11029","TRN-13411","P101","2","85","0","170"
"OL-11030","TRN-13411","P203","1","68","0","68"
"OL-11031","TRN-13411","C304","1","58","0","58"
"OL-11032","TRN-13412","P203","3","68","0","204"
"OL-11033","TRN-13412","C303","1","60","0","60"
"OL-11034","TRN-13412","P202","1","65","0","65"
"OL-11035","TRN-13412","P101","2","85","0","170"
"OL-11036","TRN-13413","C301","3","55","0","165"
"OL-11037","TRN-13413","C303","3","60","0","180"
"OL-11038","TRN-13414","P201","3","70","0.15","178.5"
"OL-11039","TRN-13414","C302","1","50","0.15","42.5"
"OL-11040","TRN-13415","C304","2","58","0","116"
"OL-11041","TRN-13415","C302","2","50","0","100"
"OL-11042","TRN-13415","P101","3","85","0","255"
"OL-11043","TRN-13415","P103","1","95","0","95"
"OL-11044","TRN-13416","P202","3","65","0","195"
"OL-11045","TRN-13416","P202","1","65","0","65"
"OL-11046","TRN-13416","P101","2","85","0","170"
"OL-11047","TRN-13417","C302","2","50","0","100"
"OL-11048","TRN-13418","C303","1","60","0.15","51"
"OL-11049","TRN-13419","P101","3","85","0.05","242.25"
"OL-11050","TRN-13420","C303","1","60","0.15","51"
"OL-11051","TRN-13420","P202","2","65","0.15","110.5"
"OL-11052","TRN-13420","P201","3","70","0.15","178.5"
"OL-11053","TRN-13420","C304","2","58","0.15","98.6"
"OL-11054","TRN-13421","C304","3","58","0","174"
"OL-11055","TRN-13421","P203","2","68","0","136"
"OL-11056","TRN-13422","C302","2","50","0","100"
"OL-11057","TRN-13422","P202","3","65","0","195"
"OL-11058","TRN-13422","P101","1","85","0","85"
"OL-11059","TRN-13422","C304","3","58","0","174"
"OL-11060","TRN-13423","C304","3","58","0","174"
"OL-11061","TRN-13423","P101","1","85","0","85"
"OL-11062","TRN-13423","C302","3","50","0","150"
"OL-11063","TRN-13423","P201","3","70","0","210"
"OL-11064","TRN-13424","C303","3","60","0","180"
"OL-11065","TRN-13425","P202","2","65","0","130"
"OL-11066","TRN-13425","C303","3","60","0","180"
"OL-11067","TRN-13426","P102","2","80","0","160"
"OL-11068","TRN-13427","P102","1","80","0.05","76"
"OL-11069","TRN-13427","P203","1","68","0.05","64.6"
"OL-11070","TRN-13427","C301","1","55","0.05","52.25"
"OL-11071","TRN-13428","C304","2","58","0","116"
"OL-11072","TRN-13428","C301","3","55","0","165"
"OL-11073","TRN-13428","P101","2","85","0","170"
"OL-11074","TRN-13429","C304","2","58","0","116"
"OL-11075","TRN-13429","P201","1","70","0","70"
"OL-11076","TRN-13429","P203","1","68","0","68"
"OL-11077","TRN-13430","P203","1","68","0","68"
"OL-11078","TRN-13430","P101","1","85","0","85"
"OL-11079","TRN-13430","C304","3","58","0","174"
"OL-11080","TRN-13431","C302","3","50","0.05","142.5"
"OL-11081","TRN-13431","C301","3","55","0.05","156.75"
"OL-11082","TRN-13431","P102","3","80","0.05","228"
"OL-11083","TRN-13431","P102","1","80","0.05","76"
"OL-11084","TRN-13432","P101","3","85","0","255"
"OL-11085","TRN-13432","C302","1","50","0","50"
"OL-11086","TRN-13432","P101","3","85","0","255"
"OL-11087","TRN-13432","P203","3","68","0","204"
"OL-11088","TRN-13433","P202","2","65","0","130"
"OL-11089","TRN-13434","P202","3","65","0","195"
"OL-11090","TRN-13434","C304","3","58","0","174"
"OL-11091","TRN-13435","C301","2","55","0","110"
"OL-11092","TRN-13435","P101","2","85","0","170"
"OL-11093","TRN-13435","C304","1","58","0","58"
"OL-11094","TRN-13436","P101","1","85","0","85"
"OL-11095","TRN-13436","C301","3","55","0","165"
"OL-11096","TRN-13437","P202","1","65","0.05","61.75"
"OL-11097","TRN-13438","C301","1","55","0.1","49.5"
"OL-11098","TRN-13439","P101","2","85","0","170"
"OL-11099","TRN-13440","P203","3","68","0","204"
"OL-11100","TRN-13440","P202","2","65","0","130"
"OL-11101","TRN-13441","P102","2","80","0.1","144"
"OL-11102","TRN-13441","P201","3","70","0.1","189"
"OL-11103","TRN-13441","C302","1","50","0.1","45"
"OL-11104","TRN-13441","P101","3","85","0.1","229.5"
"OL-11105","TRN-13442","C301","1","55","0","55"
"OL-11106","TRN-13442","P102","2","80","0","160"
"OL-11107","TRN-13443","P103","1","95","0.05","90.25"
"OL-11108","TRN-13443","C301","2","55","0.05","104.5"
"OL-11109","TRN-13443","C302","3","50","0.05","142.5"
"OL-11110","TRN-13443","P201","2","70","0.05","133"
"OL-11111","TRN-13444","P202","3","65","0","195"
"OL-11112","TRN-13445","C302","2","50","0.1","90"
"OL-11113","TRN-13445","P201","2","70","0.1","126"
"OL-11114","TRN-13446","P203","1","68","0.05","64.6"
"OL-11115","TRN-13446","P102","1","80","0.05","76"
"OL-11116","TRN-13447","P101","1","85","0.1","76.5"
"OL-11117","TRN-13447","P202","3","65","0.1","175.5"
"OL-11118","TRN-13447","C302","3","50","0.1","135"
"OL-11119","TRN-13448","C301","2","55","0.05","104.5"
"OL-11120","TRN-13448","P102","3","80","0.05","228"
"OL-11121","TRN-13449","P102","2","80","0","160"
"OL-11122","TRN-13449","P201","1","70","0","70"
"OL-11123","TRN-13450","P203","1","68","0.15","57.8"
"OL-11124","TRN-13451","C301","2","55","0","110"
"OL-11125","TRN-13451","C304","3","58","0","174"
"OL-11126","TRN-13452","P103","1","95","0","95"
"OL-11127","TRN-13452","P202","1","65","0","65"
"OL-11128","TRN-13453","P103","2","95","0","190"
"OL-11129","TRN-13453","C304","2","58","0","116"
"OL-11130","TRN-13453","P202","2","65","0","130"
"OL-11131","TRN-13454","C302","3","50","0","150"
"OL-11132","TRN-13454","P102","3","80","0","240"
"OL-11133","TRN-13454","P101","2","85","0","170"
"OL-11134","TRN-13454","P101","3","85","0","255"
"OL-11135","TRN-13455","C302","3","50","0.1","135"
"OL-11136","TRN-13455","C301","2","55","0.1","99"
"OL-11137","TRN-13455","P103","3","95","0.1","256.5"
"OL-11138","TRN-13456","P201","3","70","0","210"
"OL-11139","TRN-13456","P101","2","85","0","170"
"OL-11140","TRN-13456","C301","3","55","0","165"
"OL-11141","TRN-13457","P201","2","70","0","140"
"OL-11142","TRN-13457","P202","3","65","0","195"
"OL-11143","TRN-13457","C304","3","58","0","174"
"OL-11144","TRN-13457","C301","2","55","0","110"
"OL-11145","TRN-13458","P102","3","80","0.1","216"
"OL-11146","TRN-13458","P101","2","85","0.1","153"
"OL-11147","TRN-13458","P101","3","85","0.1","229.5"
"OL-11148","TRN-13459","P202","3","65","0.05","185.25"
"OL-11149","TRN-13459","P102","3","80","0.05","228"
"OL-11150","TRN-13459","P201","3","70","0.05","199.5"
"OL-11151","TRN-13459","C302","2","50","0.05","95"
"OL-11152","TRN-13460","P203","1","68","0","68"
"OL-11153","TRN-13460","P101","2","85","0","170"
"OL-11154","TRN-13461","C302","1","50","0","50"
"OL-11155","TRN-13461","C301","2","55","0","110"
"OL-11156","TRN-13462","P203","2","68","0.05","129.2"
"OL-11157","TRN-13462","C302","3","50","0.05","142.5"
"OL-11158","TRN-13463","P103","1","95","0.1","85.5"
"OL-11159","TRN-13464","P202","1","65","0.1","58.5"
"OL-11160","TRN-13465","P103","3","95","0","285"
"OL-11161","TRN-13465","P202","2","65","0","130"
"OL-11162","TRN-13466","P102","2","80","0.15","136"
"OL-11163","TRN-13466","C304","1","58","0.15","49.3"
"OL-11164","TRN-13467","C303","1","60","0","60"
"OL-11165","TRN-13467","P203","1","68","0","68"
"OL-11166","TRN-13468","C304","1","58","0","58"
"OL-11167","TRN-13468","P101","3","85","0","255"
"OL-11168","TRN-13468","C303","2","60","0","120"
"OL-11169","TRN-13469","C301","3","55","0.15","140.25"
"OL-11170","TRN-13470","C302","2","50","0.05","95"
"OL-11171","TRN-13470","P103","1","95","0.05","90.25"
"OL-11172","TRN-13470","P102","2","80","0.05","152"
"OL-11173","TRN-13470","P101","3","85","0.05","242.25"
"OL-11174","TRN-13471","P102","3","80","0","240"
"OL-11175","TRN-13471","P201","2","70","0","140"
"OL-11176","TRN-13471","P102","1","80","0","80"
"OL-11177","TRN-13472","P102","1","80","0","80"
"OL-11178","TRN-13473","C301","2","55","0.1","99"
"OL-11179","TRN-13473","C304","1","58","0.1","52.2"
"OL-11180","TRN-13473","P102","2","80","0.1","144"
"OL-11181","TRN-13473","C304","1","58","0.1","52.2"
"OL-11182","TRN-13474","P102","1","80","0","80"
"OL-11183","TRN-13474","P101","2","85","0","170"
"OL-11184","TRN-13475","C301","3","55","0.15","140.25"
"OL-11185","TRN-13475","P203","3","68","0.15","173.4"
"OL-11186","TRN-13476","P203","1","68","0","68"
"OL-11187","TRN-13476","P102","3","80","0","240"
"OL-11188","TRN-13477","C304","1","58","0.1","52.2"
"OL-11189","TRN-13478","P102","1","80","0","80"
"OL-11190","TRN-13478","P203","1","68","0","68"
"OL-11191","TRN-13478","C301","2","55","0","110"
"OL-11192","TRN-13478","P203","1","68","0","68"
"OL-11193","TRN-13479","P103","2","95","0","190"
"OL-11194","TRN-13480","P102","3","80","0","240"
"OL-11195","TRN-13481","P102","2","80","0","160"
"OL-11196","TRN-13481","P201","2","70","0","140"
"OL-11197","TRN-13481","P201","2","70","0","140"
"OL-11198","TRN-13481","P203","1","68","0","68"
"OL-11199","TRN-13482","P102","2","80","0","160"
"OL-11200","TRN-13482","P102","3","80","0","240"
"OL-11201","TRN-13482","P201","1","70","0","70"
"OL-11202","TRN-13482","P202","2","65","0","130"
"OL-11203","TRN-13483","P202","2","65","0","130"
"OL-11204","TRN-13484","P203","1","68","0.1","61.2"
"OL-11205","TRN-13484","C302","2","50","0.1","90"
"OL-11206","TRN-13485","P202","1","65","0","65"
"OL-11207","TRN-13486","C301","3","55","0","165"
"OL-11208","TRN-13486","P202","1","65","0","65"
"OL-11209","TRN-13487","C304","1","58","0","58"
"OL-11210","TRN-13487","P202","1","65","0","65"
"OL-11211","TRN-13487","C303","3","60","0","180"
"OL-11212","TRN-13488","P103","3","95","0","285"
"OL-11213","TRN-13488","C303","3","60","0","180"
"OL-11214","TRN-13488","C303","3","60","0","180"
"OL-11215","TRN-13489","P102","3","80","0","240"
"OL-11216","TRN-13490","P201","1","70","0","70"
"OL-11217","TRN-13490","P202","1","65","0","65"
"OL-11218","TRN-13490","C303","3","60","0","180"
"OL-11219","TRN-13491","C302","3","50","0","150"
"OL-11220","TRN-13491","C304","3","58","0","174"
"OL-11221","TRN-13492","P102","2","80","0","160"
"OL-11222","TRN-13493","C301","2","55","0.15","93.5"
"OL-11223","TRN-13494","C302","3","50","0","150"
"OL-11224","TRN-13494","C301","3","55","0","165"
"OL-11225","TRN-13494","P203","1","68","0","68"
"OL-11226","TRN-13495","C304","2","58","0.05","110.2"
"OL-11227","TRN-13495","C304","2","58","0.05","110.2"
"OL-11228","TRN-13496","P102","3","80","0.05","228"
"OL-11229","TRN-13496","P101","2","85","0.05","161.5"
"OL-11230","TRN-13496","P202","3","65","0.05","185.25"
