ShipmentID,TransactionID,Carrier,ShipDate,DeliveryDate
"SHP-1874","TRN-13694","FedEx","2022-06-26","2022-06-29"
"SHP-1875","TRN-13697","FedEx","2023-06-08","2023-06-12"
"SHP-1876","TRN-13699","UPS","2024-09-02","2024-09-07"
"SHP-1877","TRN-13702","UPS","2025-09-01","2025-09-05"
"SHP-1878","TRN-13703","ChocoExpress","2023-04-22","2023-04-25"
"SHP-1879","TRN-13706","SweetHaul Logistics","2023-08-01","2023-08-04"
"SHP-1880","TRN-13711","ChocoExpress","2024-09-01","2024-09-05"
"SHP-1881","TRN-13717","ChocoExpress","2024-05-01","2024-05-05"
"SHP-1882","TRN-13720","FedEx","2025-08-17","2025-08-23"
"SHP-1883","TRN-13722","SweetHaul Logistics","2022-02-18","2022-02-23"
"SHP-1884","TRN-13724","UPS","2022-04-19","2022-04-25"
"SHP-1885","TRN-13725","SweetHaul Logistics","2023-09-11","2023-09-17"
"SHP-1886","TRN-13730","UPS","2023-06-05","2023-06-09"
"SHP-1887","TRN-13733","FedEx","2025-05-10","2025-05-14"
"SHP-1888","TRN-13734","FedEx","2023-07-20","2023-07-25"
"SHP-1889","TRN-13736","UPS","2022-06-10","2022-06-16"
"SHP-1890","TRN-13738","FedEx","2024-02-12","2024-02-16"
"SHP-1891","TRN-13739","ChocoExpress","2025-08-05","2025-08-08"
"SHP-1892","TRN-13744","SweetHaul Logistics","2025-05-05","2025-05-10"
"SHP-1893","TRN-13746","ChocoExpress","2022-09-08","2022-09-10"
"SHP-1894","TRN-13748","UPS","2023-07-05","2023-07-11"
"SHP-1895","TRN-13750","FedEx","2023-02-28","2023-03-06"
"SHP-1896","TRN-13751","UPS","2022-09-11","2022-09-13"
"SHP-1897","TRN-13753","UPS","2024-06-04","2024-06-10"
"SHP-1898","TRN-13756","ChocoExpress","2022-09-27","2022-09-30"
"SHP-1899","TRN-13757","SweetHaul Logistics","2023-12-28","2024-01-02"
"SHP-1900","TRN-13758","UPS","2025-04-16","2025-04-20"
"SHP-1901","TRN-13760","UPS","2022-09-16","2022-09-18"
"SHP-1902","TRN-13768","ChocoExpress","2023-09-28","2023-10-03"
"SHP-1903","TRN-13773","UPS","2025-05-29","2025-06-03"
"SHP-1904","TRN-13776","UPS","2022-04-28","2022-05-03"
"SHP-1905","TRN-13780","SweetHaul Logistics","2022-10-11","2022-10-14"
"SHP-1906","TRN-13782","SweetHaul Logistics","2023-08-22","2023-08-25"
"SHP-1907","TRN-13783","SweetHaul Logistics","2023-05-28","2023-06-02"
"SHP-1908","TRN-13784","ChocoExpress","2024-01-22","2024-01-28"
"SHP-1909","TRN-13791","UPS","2025-03-21","2025-03-27"
"SHP-1910","TRN-13792","UPS","2023-10-12","2023-10-18"
"SHP-1911","TRN-13794","ChocoExpress","2023-01-10","2023-01-12"
"SHP-1912","TRN-13795","UPS","2025-08-01","2025-08-03"
"SHP-1913","TRN-13797","ChocoExpress","2022-01-09","2022-01-14"
"SHP-1914","TRN-13799","FedEx","2022-02-04","2022-02-07"
"SHP-1915","TRN-13803","ChocoExpress","2024-05-20","2024-05-25"
"SHP-1916","TRN-13807","SweetHaul Logistics","2023-10-29","2023-11-03"
"SHP-1917","TRN-13810","ChocoExpress","2022-08-17","2022-08-22"
"SHP-1918","TRN-13815","UPS","2024-01-30","2024-02-05"
"SHP-1919","TRN-13816","UPS","2024-04-30","2024-05-02"
"SHP-1920","TRN-13819","SweetHaul Logistics","2023-07-31","2023-08-05"
"SHP-1921","TRN-13820","SweetHaul Logistics","2025-10-03","2025-10-07"
"SHP-1922","TRN-13822","SweetHaul Logistics","2022-06-28","2022-06-30"
"SHP-1923","TRN-13823","UPS","2022-11-08","2022-11-10"
"SHP-1924","TRN-13825","FedEx","2023-02-03","2023-02-08"
"SHP-1925","TRN-13828","SweetHaul Logistics","2022-09-09","2022-09-12"
"SHP-1926","TRN-13830","ChocoExpress","2023-03-18","2023-03-22"
"SHP-1927","TRN-13838","FedEx","2022-12-15","2022-12-18"
"SHP-1928","TRN-13841","UPS","2025-02-28","2025-03-05"
"SHP-1929","TRN-13846","ChocoExpress","2023-08-29","2023-09-03"
"SHP-1930","TRN-13848","ChocoExpress","2024-12-17","2024-12-20"
"SHP-1931","TRN-13849","SweetHaul Logistics","2024-10-09","2024-10-12"
"SHP-1932","TRN-13851","FedEx","2022-07-21","2022-07-25"
"SHP-1933","TRN-13852","UPS","2025-03-07","2025-03-13"
"SHP-1934","TRN-13853","UPS","2022-12-29","2023-01-02"
"SHP-1935","TRN-13854","ChocoExpress","2025-04-23","2025-04-26"
"SHP-1936","TRN-13855","SweetHaul Logistics","2022-06-16","2022-06-18"
"SHP-1937","TRN-13858","FedEx","2022-10-14","2022-10-16"
"SHP-1938","TRN-13859","FedEx","2023-05-31","2023-06-04"
"SHP-1939","TRN-13860","ChocoExpress","2023-10-21","2023-10-27"
"SHP-1940","TRN-13863","FedEx","2025-07-21","2025-07-24"
"SHP-1941","TRN-13865","FedEx","2023-03-17","2023-03-21"
"SHP-1942","TRN-13866","FedEx","2022-06-04","2022-06-08"
"SHP-1943","TRN-13868","SweetHaul Logistics","2025-01-08","2025-01-13"
"SHP-1944","TRN-13871","SweetHaul Logistics","2022-05-12","2022-05-18"
"SHP-1945","TRN-13872","SweetHaul Logistics","2025-09-06","2025-09-08"
"SHP-1946","TRN-13874","UPS","2025-05-17","2025-05-22"
"SHP-1947","TRN-13876","FedEx","2025-01-18","2025-01-22"
"SHP-1948","TRN-13881","FedEx","2025-05-22","2025-05-24"
"SHP-1949","TRN-13884","ChocoExpress","2025-09-24","2025-09-27"
"SHP-1950","TRN-13885","UPS","2025-04-19","2025-04-21"
"SHP-1951","TRN-13886","ChocoExpress","2022-09-16","2022-09-19"
"SHP-1952","TRN-13887","ChocoExpress","2023-03-13","2023-03-17"
"SHP-1953","TRN-13888","SweetHaul Logistics","2025-09-28","2025-10-01"
"SHP-1954","TRN-13889","SweetHaul Logistics","2024-01-16","2024-01-18"
"SHP-1955","TRN-13890","ChocoExpress","2025-01-01","2025-01-03"
"SHP-1956","TRN-13896","FedEx","2023-10-16","2023-10-22"
"SHP-1957","TRN-13897","FedEx","2024-04-14","2024-04-17"
"SHP-1958","TRN-13899","SweetHaul Logistics","2025-06-16","2025-06-18"
"SHP-1959","TRN-13905","FedEx","2024-03-16","2024-03-22"
"SHP-1960","TRN-13906","UPS","2025-05-30","2025-06-02"
"SHP-1961","TRN-13907","ChocoExpress","2025-04-16","2025-04-19"
"SHP-1962","TRN-13911","FedEx","2025-03-19","2025-03-25"
"SHP-1963","TRN-13913","SweetHaul Logistics","2023-05-06","2023-05-12"
"SHP-1964","TRN-13915","FedEx","2024-09-28","2024-10-03"
"SHP-1965","TRN-13925","ChocoExpress","2024-09-09","2024-09-15"
"SHP-1966","TRN-13929","ChocoExpress","2025-06-22","2025-06-26"
"SHP-1967","TRN-13931","UPS","2025-04-18","2025-04-21"
"SHP-1968","TRN-13932","ChocoExpress","2024-01-28","2024-02-02"
"SHP-1969","TRN-13933","UPS","2024-01-08","2024-01-11"
"SHP-1970","TRN-13934","SweetHaul Logistics","2023-10-28","2023-11-03"
"SHP-1971","TRN-13935","FedEx","2022-11-13","2022-11-18"
"SHP-1972","TRN-13937","ChocoExpress","2023-09-13","2023-09-17"
"SHP-1973","TRN-13938","FedEx","2022-05-14","2022-05-18"
"SHP-1974","TRN-13941","ChocoExpress","2023-01-31","2023-02-03"
"SHP-1975","TRN-13942","FedEx","2022-02-12","2022-02-17"
"SHP-1976","TRN-13944","FedEx","2024-07-18","2024-07-22"
"SHP-1977","TRN-13945","SweetHaul Logistics","2022-11-11","2022-11-15"
"SHP-1978","TRN-13949","ChocoExpress","2025-10-08","2025-10-12"
"SHP-1979","TRN-13950","SweetHaul Logistics","2023-06-14","2023-06-20"
"SHP-1980","TRN-13952","UPS","2024-09-10","2024-09-14"
"SHP-1981","TRN-13953","ChocoExpress","2025-10-08","2025-10-12"
"SHP-1982","TRN-13954","UPS","2023-07-23","2023-07-29"
"SHP-1983","TRN-13956","UPS","2023-12-21","2023-12-26"
"SHP-1984","TRN-13958","SweetHaul Logistics","2023-11-29","2023-12-01"
"SHP-1985","TRN-13959","FedEx","2022-08-20","2022-08-26"
"SHP-1986","TRN-13964","SweetHaul Logistics","2024-01-07","2024-01-10"
"SHP-1987","TRN-13965","SweetHaul Logistics","2025-03-05","2025-03-09"
"SHP-1988","TRN-13966","UPS","2025-02-15","2025-02-21"
"SHP-1989","TRN-13973","ChocoExpress","2023-06-29","2023-07-01"
"SHP-1990","TRN-13974","ChocoExpress","2025-10-18","2025-10-23"
"SHP-1991","TRN-13975","ChocoExpress","2023-06-14","2023-06-17"
"SHP-1992","TRN-13976","SweetHaul Logistics","2022-05-11","2022-05-17"
"SHP-1993","TRN-13980","ChocoExpress","2022-09-02","2022-09-05"
"SHP-1994","TRN-13983","FedEx","2025-08-28","2025-09-03"
"SHP-1995","TRN-13984","SweetHaul Logistics","2024-03-01","2024-03-07"
"SHP-1996","TRN-13987","ChocoExpress","2023-09-12","2023-09-17"
"SHP-1997","TRN-13990","FedEx","2024-07-28","2024-07-31"
"SHP-1998","TRN-13991","SweetHaul Logistics","2024-01-08","2024-01-10"
"SHP-1999","TRN-13994","FedEx","2022-11-22","2022-11-25"
"SHP-2000","TRN-13996","FedEx","2024-07-16","2024-07-20"
"SHP-2001","TRN-13999","FedEx","2024-01-26","2024-02-01"
"SHP-2002","TRN-14000","FedEx","2025-05-06","2025-05-11"
"SHP-2003","TRN-14005","SweetHaul Logistics","2025-09-03","2025-09-08"
"SHP-2004","TRN-14006","ChocoExpress","2023-07-05","2023-07-07"
"SHP-2005","TRN-14007","SweetHaul Logistics","2025-07-31","2025-08-03"
"SHP-2006","TRN-14009","UPS","2025-09-02","2025-09-06"
"SHP-2007","TRN-14013","SweetHaul Logistics","2025-02-04","2025-02-09"
"SHP-2008","TRN-14020","ChocoExpress","2023-09-11","2023-09-13"
"SHP-2009","TRN-14021","SweetHaul Logistics","2023-03-16","2023-03-20"
"SHP-2010","TRN-14024","SweetHaul Logistics","2023-09-18","2023-09-24"
"SHP-2011","TRN-14025","UPS","2024-02-03","2024-02-05"
"SHP-2012","TRN-14026","ChocoExpress","2022-03-27","2022-04-02"
"SHP-2013","TRN-14027","FedEx","2023-07-09","2023-07-11"
"SHP-2014","TRN-14028","SweetHaul Logistics","2022-11-22","2022-11-24"
"SHP-2015","TRN-14033","SweetHaul Logistics","2024-03-24","2024-03-30"
"SHP-2016","TRN-14037","SweetHaul Logistics","2022-12-31","2023-01-04"
"SHP-2017","TRN-14038","SweetHaul Logistics","2023-02-05","2023-02-09"
"SHP-2018","TRN-14039","SweetHaul Logistics","2022-03-26","2022-04-01"
"SHP-2019","TRN-14042","ChocoExpress","2022-10-02","2022-10-04"
"SHP-2020","TRN-14046","ChocoExpress","2023-01-05","2023-01-11"
"SHP-2021","TRN-14051","SweetHaul Logistics","2023-10-08","2023-10-13"
"SHP-2022","TRN-14057","SweetHaul Logistics","2024-07-05","2024-07-08"
"SHP-2023","TRN-14058","ChocoExpress","2025-01-04","2025-01-09"
"SHP-2024","TRN-14062","SweetHaul Logistics","2024-03-29","2024-03-31"
"SHP-2025","TRN-14066","UPS","2022-03-19","2022-03-21"
"SHP-2026","TRN-14067","SweetHaul Logistics","2023-07-17","2023-07-23"
"SHP-2027","TRN-14069","UPS","2022-11-25","2022-11-30"
"SHP-2028","TRN-14070","FedEx","2022-10-04","2022-10-07"
"SHP-2029","TRN-14071","ChocoExpress","2022-10-04","2022-10-07"
"SHP-2030","TRN-14073","UPS","2023-01-24","2023-01-28"
"SHP-2031","TRN-14075","ChocoExpress","2022-04-08","2022-04-10"
"SHP-2032","TRN-14077","FedEx","2023-10-11","2023-10-13"
"SHP-2033","TRN-14078","UPS","2024-03-24","2024-03-26"
"SHP-2034","TRN-14079","FedEx","2023-03-09","2023-03-15"
"SHP-2035","TRN-14085","ChocoExpress","2025-07-11","2025-07-15"
"SHP-2036","TRN-14087","UPS","2023-10-24","2023-10-27"
"SHP-2037","TRN-14089","ChocoExpress","2023-03-15","2023-03-21"
"SHP-2038","TRN-14093","SweetHaul Logistics","2025-08-19","2025-08-23"
"SHP-2039","TRN-14094","FedEx","2025-10-01","2025-10-06"
"SHP-2040","TRN-14096","ChocoExpress","2023-09-17","2023-09-23"
"SHP-2041","TRN-14100","UPS","2024-04-19","2024-04-22"
"SHP-2042","TRN-14101","SweetHaul Logistics","2025-05-13","2025-05-19"
"SHP-2043","TRN-14103","FedEx","2023-04-07","2023-04-13"
"SHP-2044","TRN-14104","UPS","2025-06-06","2025-06-10"
"SHP-2045","TRN-14105","UPS","2023-11-04","2023-11-08"
"SHP-2046","TRN-14106","UPS","2022-08-11","2022-08-13"
"SHP-2047","TRN-14107","FedEx","2022-05-03","2022-05-09"
"SHP-2048","TRN-14109","UPS","2025-06-06","2025-06-11"
"SHP-2049","TRN-14110","SweetHaul Logistics","2024-11-21","2024-11-25"
"SHP-2050","TRN-14113","UPS","2025-02-06","2025-02-10"
"SHP-2051","TRN-14115","FedEx","2023-07-26","2023-08-01"
"SHP-2052","TRN-14117","FedEx","2025-03-12","2025-03-14"
"SHP-2053","TRN-14119","UPS","2022-07-29","2022-07-31"
"SHP-2054","TRN-14122","UPS","2022-02-09","2022-02-15"
"SHP-2055","TRN-14124","ChocoExpress","2024-02-13","2024-02-19"
"SHP-2056","TRN-14125","ChocoExpress","2024-04-24","2024-04-27"
"SHP-2057","TRN-14130","FedEx","2023-09-18","2023-09-20"
"SHP-2058","TRN-14132","ChocoExpress","2025-08-13","2025-08-17"
"SHP-2059","TRN-14136","FedEx","2022-09-06","2022-09-09"
"SHP-2060","TRN-14137","FedEx","2023-10-21","2023-10-26"
"SHP-2061","TRN-14138","ChocoExpress","2023-02-16","2023-02-20"
"SHP-2062","TRN-14139","FedEx","2024-05-28","2024-05-31"
"SHP-2063","TRN-14143","ChocoExpress","2022-12-24","2022-12-29"
"SHP-2064","TRN-14144","SweetHaul Logistics","2023-04-01","2023-04-05"
"SHP-2065","TRN-14145","UPS","2025-02-18","2025-02-20"
"SHP-2066","TRN-14146","FedEx","2025-08-05","2025-08-11"
"SHP-2067","TRN-14149","ChocoExpress","2024-06-13","2024-06-15"
"SHP-2068","TRN-14150","SweetHaul Logistics","2024-08-13","2024-08-19"
"SHP-2069","TRN-14151","ChocoExpress","2023-07-12","2023-07-18"
"SHP-2070","TRN-14155","FedEx","2024-12-06","2024-12-09"
"SHP-2071","TRN-14158","SweetHaul Logistics","2022-04-20","2022-04-25"
"SHP-2072","TRN-14159","UPS","2022-10-10","2022-10-13"
"SHP-2073","TRN-14161","FedEx","2024-08-16","2024-08-20"
"SHP-2074","TRN-14162","SweetHaul Logistics","2022-12-20","2022-12-24"
"SHP-2075","TRN-14163","SweetHaul Logistics","2025-01-08","2025-01-11"
"SHP-2076","TRN-14165","SweetHaul Logistics","2022-06-02","2022-06-04"
"SHP-2077","TRN-14168","UPS","2025-08-10","2025-08-15"
"SHP-2078","TRN-14174","FedEx","2022-01-09","2022-01-13"
"SHP-2079","TRN-14177","FedEx","2024-03-03","2024-03-07"
"SHP-2080","TRN-14182","ChocoExpress","2023-11-18","2023-11-20"
"SHP-2081","TRN-14184","ChocoExpress","2022-09-02","2022-09-06"
"SHP-2082","TRN-14186","UPS","2024-10-08","2024-10-14"
"SHP-2083","TRN-14187","UPS","2025-09-15","2025-09-21"
"SHP-2084","TRN-14188","SweetHaul Logistics","2022-03-13","2022-03-17"
"SHP-2085","TRN-14189","UPS","2025-04-26","2025-05-01"
"SHP-2086","TRN-14191","UPS","2022-11-27","2022-12-02"
"SHP-2087","TRN-14194","ChocoExpress","2022-01-31","2022-02-02"
"SHP-2088","TRN-14198","FedEx","2025-05-16","2025-05-22"
"SHP-2089","TRN-14199","ChocoExpress","2025-05-21","2025-05-27"
"SHP-2090","TRN-14200","ChocoExpress","2025-05-14","2025-05-16"
"SHP-2091","TRN-14203","FedEx","2025-10-18","2025-10-22"
"SHP-2092","TRN-14204","ChocoExpress","2022-12-04","2022-12-06"
"SHP-2093","TRN-14205","FedEx","2023-08-08","2023-08-11"
"SHP-2094","TRN-14207","FedEx","2024-06-07","2024-06-11"
"SHP-2095","TRN-14208","UPS","2024-06-29","2024-07-02"
"SHP-2096","TRN-14210","UPS","2025-08-30","2025-09-05"
"SHP-2097","TRN-14212","SweetHaul Logistics","2022-11-10","2022-11-12"
"SHP-2098","TRN-14213","UPS","2023-06-07","2023-06-09"
"SHP-2099","TRN-14216","ChocoExpress","2025-04-23","2025-04-27"
"SHP-2100","TRN-14219","ChocoExpress","2024-07-19","2024-07-25"
"SHP-2101","TRN-14221","FedEx","2024-06-28","2024-07-02"
"SHP-2102","TRN-14222","ChocoExpress","2025-08-04","2025-08-06"
"SHP-2103","TRN-14223","SweetHaul Logistics","2024-12-05","2024-12-11"
"SHP-2104","TRN-14227","SweetHaul Logistics","2025-01-19","2025-01-25"
"SHP-2105","TRN-14228","FedEx","2023-04-28","2023-05-01"
"SHP-2106","TRN-14229","SweetHaul Logistics","2024-06-17","2024-06-22"
"SHP-2107","TRN-14231","FedEx","2023-04-17","2023-04-23"
"SHP-2108","TRN-14232","UPS","2022-07-13","2022-07-18"
"SHP-2109","TRN-14236","ChocoExpress","2024-03-14","2024-03-18"
"SHP-2110","TRN-14237","UPS","2024-04-20","2024-04-24"
"SHP-2111","TRN-14238","ChocoExpress","2023-06-05","2023-06-08"
"SHP-2112","TRN-14240","SweetHaul Logistics","2024-09-27","2024-10-02"
"SHP-2113","TRN-14244","UPS","2022-09-10","2022-09-13"
"SHP-2114","TRN-14245","SweetHaul Logistics","2022-03-11","2022-03-14"
"SHP-2115","TRN-14246","ChocoExpress","2024-10-18","2024-10-24"
"SHP-2116","TRN-14247","SweetHaul Logistics","2024-02-27","2024-03-02"
"SHP-2117","TRN-14250","SweetHaul Logistics","2024-04-18","2024-04-24"
"SHP-2118","TRN-14251","UPS","2022-10-16","2022-10-21"
"SHP-2119","TRN-14252","FedEx","2022-03-23","2022-03-25"
"SHP-2120","TRN-14254","FedEx","2024-06-14","2024-06-18"
"SHP-2121","TRN-14260","ChocoExpress","2024-05-07","2024-05-11"
"SHP-2122","TRN-14262","UPS","2024-08-04","2024-08-06"
"SHP-2123","TRN-14266","SweetHaul Logistics","2024-02-28","2024-03-01"
"SHP-2124","TRN-14267","ChocoExpress","2023-05-09","2023-05-12"
"SHP-2125","TRN-14270","SweetHaul Logistics","2025-10-18","2025-10-22"
"SHP-2126","TRN-14271","FedEx","2022-02-09","2022-02-11"
"SHP-2127","TRN-14272","FedEx","2022-10-18","2022-10-24"
"SHP-2128","TRN-14273","SweetHaul Logistics","2025-03-26","2025-04-01"
"SHP-2129","TRN-14281","FedEx","2025-02-18","2025-02-20"
"SHP-2130","TRN-14282","UPS","2025-01-12","2025-01-15"
"SHP-2131","TRN-14286","ChocoExpress","2023-09-28","2023-10-01"
"SHP-2132","TRN-14289","UPS","2025-10-25","2025-10-30"
"SHP-2133","TRN-14293","ChocoExpress","2025-01-01","2025-01-07"
"SHP-2134","TRN-14294","UPS","2023-11-20","2023-11-23"
"SHP-2135","TRN-14298","UPS","2024-03-15","2024-03-20"
"SHP-2136","TRN-14300","FedEx","2024-08-31","2024-09-04"
"SHP-2137","TRN-14301","ChocoExpress","2022-01-20","2022-01-26"
"SHP-2138","TRN-14308","UPS","2024-04-22","2024-04-27"
"SHP-2139","TRN-14311","FedEx","2022-01-11","2022-01-15"
"SHP-2140","TRN-14313","ChocoExpress","2022-10-22","2022-10-26"
"SHP-2141","TRN-14315","FedEx","2025-05-18","2025-05-20"
"SHP-2142","TRN-14316","FedEx","2022-02-01","2022-02-05"
"SHP-2143","TRN-14317","SweetHaul Logistics","2023-09-19","2023-09-23"
"SHP-2144","TRN-14319","UPS","2024-09-02","2024-09-04"
"SHP-2145","TRN-14320","ChocoExpress","2024-01-21","2024-01-23"
"SHP-2146","TRN-14321","ChocoExpress","2022-06-22","2022-06-25"
"SHP-2147","TRN-14324","UPS","2023-10-06","2023-10-11"
"SHP-2148","TRN-14326","UPS","2022-01-11","2022-01-13"
"SHP-2149","TRN-14327","FedEx","2023-11-26","2023-11-29"
"SHP-2150","TRN-14329","SweetHaul Logistics","2023-02-07","2023-02-10"
"SHP-2151","TRN-14333","UPS","2023-05-04","2023-05-07"
"SHP-2152","TRN-14340","ChocoExpress","2024-02-08","2024-02-11"
"SHP-2153","TRN-14343","ChocoExpress","2024-09-25","2024-09-28"
"SHP-2154","TRN-14344","FedEx","2024-02-15","2024-02-21"
"SHP-2155","TRN-14347","ChocoExpress","2022-08-14","2022-08-16"
"SHP-2156","TRN-14348","UPS","2022-10-25","2022-10-29"
"SHP-2157","TRN-14349","FedEx","2024-10-04","2024-10-07"
"SHP-2158","TRN-14350","ChocoExpress","2023-05-24","2023-05-26"
"SHP-2159","TRN-14351","ChocoExpress","2025-08-25","2025-08-30"
"SHP-2160","TRN-14352","UPS","2023-09-11","2023-09-14"
"SHP-2161","TRN-14355","SweetHaul Logistics","2022-05-31","2022-06-05"
"SHP-2162","TRN-14356","UPS","2023-09-29","2023-10-03"
"SHP-2163","TRN-14361","UPS","2024-12-28","2025-01-02"
"SHP-2164","TRN-14362","UPS","2025-09-10","2025-09-12"
"SHP-2165","TRN-14363","FedEx","2023-05-23","2023-05-27"
"SHP-2166","TRN-14367","SweetHaul Logistics","2023-05-11","2023-05-13"
"SHP-2167","TRN-14369","ChocoExpress","2023-09-29","2023-10-03"
"SHP-2168","TRN-14371","UPS","2022-07-09","2022-07-15"
"SHP-2169","TRN-14372","SweetHaul Logistics","2025-05-17","2025-05-23"
"SHP-2170","TRN-14373","UPS","2024-12-06","2024-12-09"
"SHP-2171","TRN-14375","FedEx","2022-04-24","2022-04-28"
"SHP-2172","TRN-14377","FedEx","2025-09-10","2025-09-15"
"SHP-2173","TRN-14379","FedEx","2022-09-26","2022-09-29"
"SHP-2174","TRN-14380","FedEx","2024-02-09","2024-02-14"
"SHP-2175","TRN-14388","SweetHaul Logistics","2025-07-13","2025-07-15"
"SHP-2176","TRN-14389","SweetHaul Logistics","2023-12-09","2023-12-11"
"SHP-2177","TRN-14390","UPS","2023-05-14","2023-05-16"
"SHP-2178","TRN-14391","SweetHaul Logistics","2023-10-30","2023-11-03"
"SHP-2179","TRN-14392","ChocoExpress","2022-04-06","2022-04-08"
"SHP-2180","TRN-14393","SweetHaul Logistics","2022-05-15","2022-05-20"
"SHP-2181","TRN-14394","FedEx","2022-06-03","2022-06-08"
"SHP-2182","TRN-14395","SweetHaul Logistics","2024-07-02","2024-07-04"
"SHP-2183","TRN-14397","ChocoExpress","2024-05-17","2024-05-23"
"SHP-2184","TRN-14399","UPS","2024-03-22","2024-03-27"
"SHP-2185","TRN-14400","ChocoExpress","2024-12-27","2025-01-01"
"SHP-2186","TRN-14401","ChocoExpress","2025-03-29","2025-04-02"
"SHP-2187","TRN-14402","SweetHaul Logistics","2025-10-10","2025-10-13"
"SHP-2188","TRN-14403","SweetHaul Logistics","2024-03-22","2024-03-28"
"SHP-2189","TRN-14405","FedEx","2024-03-01","2024-03-07"
"SHP-2190","TRN-14407","UPS","2025-10-18","2025-10-20"
"SHP-2191","TRN-14410","UPS","2022-12-01","2022-12-06"
"SHP-2192","TRN-14412","ChocoExpress","2024-10-30","2024-11-03"
"SHP-2193","TRN-14416","FedEx","2025-06-03","2025-06-06"
"SHP-2194","TRN-14418","UPS","2022-10-26","2022-10-30"
"SHP-2195","TRN-14419","SweetHaul Logistics","2022-03-25","2022-03-29"
"SHP-2196","TRN-14425","UPS","2023-08-31","2023-09-02"
"SHP-2197","TRN-14427","ChocoExpress","2024-09-11","2024-09-17"
"SHP-2198","TRN-14428","SweetHaul Logistics","2025-01-06","2025-01-11"
"SHP-2199","TRN-14430","UPS","2023-06-19","2023-06-23"
"SHP-2200","TRN-14433","SweetHaul Logistics","2022-04-01","2022-04-05"
"SHP-2201","TRN-14438","UPS","2022-02-24","2022-02-26"
"SHP-2202","TRN-14441","ChocoExpress","2024-01-26","2024-01-28"
"SHP-2203","TRN-14443","UPS","2024-02-26","2024-03-01"
"SHP-2204","TRN-14448","UPS","2024-08-04","2024-08-10"
"SHP-2205","TRN-14449","ChocoExpress","2022-02-13","2022-02-16"
"SHP-2206","TRN-14450","ChocoExpress","2025-05-29","2025-06-01"
"SHP-2207","TRN-14454","UPS","2023-04-19","2023-04-24"
"SHP-2208","TRN-14455","FedEx","2022-05-07","2022-05-10"
"SHP-2209","TRN-14456","ChocoExpress","2023-05-05","2023-05-11"
"SHP-2210","TRN-14457","SweetHaul Logistics","2024-12-08","2024-12-14"
"SHP-2211","TRN-14460","ChocoExpress","2025-03-04","2025-03-07"
"SHP-2212","TRN-14462","FedEx","2024-06-30","2024-07-03"
"SHP-2213","TRN-14464","UPS","2023-08-07","2023-08-10"
"SHP-2214","TRN-14469","ChocoExpress","2023-09-24","2023-09-29"
"SHP-2215","TRN-14473","SweetHaul Logistics","2024-03-14","2024-03-18"
"SHP-2216","TRN-14478","SweetHaul Logistics","2022-09-10","2022-09-12"
"SHP-2217","TRN-14479","FedEx","2024-01-15","2024-01-19"
"SHP-2218","TRN-14480","FedEx","2024-02-03","2024-02-09"
"SHP-2219","TRN-14481","ChocoExpress","2022-12-10","2022-12-14"
"SHP-2220","TRN-14482","ChocoExpress","2024-06-25","2024-07-01"
"SHP-2221","TRN-14483","FedEx","2022-02-06","2022-02-11"
"SHP-2222","TRN-14484","UPS","2025-08-04","2025-08-10"
"SHP-2223","TRN-14485","UPS","2025-04-28","2025-05-04"
"SHP-2224","TRN-14486","SweetHaul Logistics","2022-03-26","2022-03-31"
"SHP-2225","TRN-14487","SweetHaul Logistics","2022-01-07","2022-01-10"
"SHP-2226","TRN-14489","FedEx","2024-09-09","2024-09-11"
"SHP-2227","TRN-14490","FedEx","2022-03-22","2022-03-26"
"SHP-2228","TRN-14491","SweetHaul Logistics","2024-07-30","2024-08-04"
"SHP-2229","TRN-14493","SweetHaul Logistics","2025-07-21","2025-07-24"
"SHP-2230","TRN-14510","SweetHaul Logistics","2023-10-17","2023-10-20"
"SHP-2231","TRN-14511","FedEx","2022-03-27","2022-03-30"
"SHP-2232","TRN-14513","UPS","2023-12-24","2023-12-27"
"SHP-2233","TRN-14518","UPS","2025-03-27","2025-04-01"
"SHP-2234","TRN-14522","SweetHaul Logistics","2024-12-28","2024-12-31"
"SHP-2235","TRN-14523","UPS","2024-01-18","2024-01-23"
"SHP-2236","TRN-14531","FedEx","2022-11-26","2022-12-01"
"SHP-2237","TRN-14532","FedEx","2024-04-02","2024-04-06"
"SHP-2238","TRN-14535","ChocoExpress","2023-04-17","2023-04-22"
"SHP-2239","TRN-14544","UPS","2025-04-17","2025-04-21"
"SHP-2240","TRN-14545","ChocoExpress","2023-10-20","2023-10-26"
"SHP-2241","TRN-14546","UPS","2023-12-03","2023-12-06"
"SHP-2242","TRN-14552","FedEx","2025-05-11","2025-05-16"
"SHP-2243","TRN-14553","UPS","2025-08-31","2025-09-03"
"SHP-2244","TRN-14555","FedEx","2022-08-19","2022-08-21"
"SHP-2245","TRN-14556","FedEx","2025-03-07","2025-03-11"
"SHP-2246","TRN-14557","SweetHaul Logistics","2022-09-15","2022-09-17"
"SHP-2247","TRN-14558","SweetHaul Logistics","2024-07-06","2024-07-11"
"SHP-2248","TRN-14559","UPS","2024-07-28","2024-08-02"
"SHP-2249","TRN-14567","UPS","2024-03-01","2024-03-07"
"SHP-2250","TRN-14568","ChocoExpress","2024-03-23","2024-03-27"
